order_id,payment_sequential,payment_type,payment_installments,payment_value
order_00002512,1,voucher,1,34.77
order_00002513,1,credit_card,1,131.24
order_00002514,1,credit_card,1,94.95
order_00002515,1,credit_card,2,169.26
order_00002516,1,credit_card,2,540.51
order_00002517,1,boleto,1,65.5
order_00002518,1,boleto,1,175.07
order_00002519,1,credit_card,2,16.9
order_00002520,1,credit_card,1,494.9
order_00002521,1,credit_card,8,75.31
order_00002522,1,credit_card,3,61.58
order_00002523,1,credit_card,1,62.76
order_00002524,1,credit_card,1,143.98
order_00002525,1,credit_card,1,154.16
order_00002526,1,credit_card,1,497.66
order_00002527,1,credit_card,6,124.3
order_00002528,1,credit_card,4,419.21
order_00002529,1,credit_card,5,91.36
order_00002530,1,boleto,1,248.11
order_00002531,1,credit_card,8,18.16
order_00002532,1,credit_card,4,43.49
order_00002533,1,credit_card,1,89.72
order_00002534,1,credit_card,2,83.26
order_00002535,1,credit_card,2,42.15
order_00002536,1,credit_card,3,23.87
order_00002537,1,boleto,1,102.67
order_00002538,1,boleto,1,215.13
order_00002539,1,credit_card,2,26.73
order_00002540,1,credit_card,4,41.61
order_00002541,1,credit_card,6,144.46
order_00002542,1,boleto,1,21.08
order_00002543,1,credit_card,6,38.33
order_00002544,1,credit_card,2,100.2
order_00002545,1,credit_card,10,157.23
order_00002546,1,credit_card,4,34.74
order_00002547,1,credit_card,1,17.74
order_00002548,1,credit_card,1,43.77
order_00002549,1,credit_card,4,49.4
order_00002550,1,credit_card,5,173.01
order_00002551,1,credit_card,4,98.87
order_00002552,1,credit_card,5,142.39
order_00002553,1,credit_card,2,32.54
order_00002554,1,credit_card,1,20.94
order_00002555,1,voucher,1,40.09
order_00002556,1,credit_card,1,101.31
order_00002557,1,credit_card,1,56.13
order_00002557,2,credit_card,4,104.65
order_00002558,1,credit_card,5,106.62
order_00002559,1,boleto,1,59.31
order_00002560,1,boleto,1,55.0
order_00002561,1,credit_card,1,99.61
order_00002562,1,credit_card,2,50.27
order_00002563,1,credit_card,10,147.51
order_00002564,1,credit_card,10,47.8
order_00002565,1,credit_card,1,47.46
order_00002565,2,credit_card,3,75.84
order_00002566,1,boleto,1,72.86
order_00002567,1,credit_card,1,73.4
order_00002568,1,boleto,1,103.56
order_00002569,1,boleto,1,55.61
order_00002570,1,credit_card,1,74.52
order_00002571,1,voucher,1,52.24
order_00002572,1,credit_card,6,43.22
order_00002573,1,credit_card,4,169.13
order_00002574,1,voucher,1,184.54
order_00002575,1,credit_card,5,129.59
order_00002576,1,credit_card,5,30.72
order_00002577,1,credit_card,1,97.0
order_00002578,1,credit_card,8,91.71
order_00002579,1,credit_card,6,52.47
order_00002580,1,boleto,1,52.95
order_00002581,1,credit_card,1,188.92
order_00002582,1,credit_card,3,20.38
order_00002583,1,credit_card,1,20.53
order_00002584,1,credit_card,1,90.01
order_00002585,1,boleto,1,111.38
order_00002586,1,credit_card,2,73.28
order_00002587,1,credit_card,3,33.3
order_00002588,1,credit_card,3,77.55
order_00002589,1,credit_card,3,175.61
order_00002590,1,credit_card,1,13.89
order_00002591,1,credit_card,8,50.03
order_00002592,1,credit_card,10,94.86
order_00002593,1,credit_card,1,57.07
order_00002594,1,credit_card,4,199.89
order_00002595,1,credit_card,6,23.26
order_00002595,2,credit_card,10,15.74
order_00002596,1,credit_card,10,99.04
order_00002597,1,credit_card,1,421.59
order_00002598,1,credit_card,4,50.31
order_00002599,1,credit_card,5,44.43
order_00002600,1,credit_card,1,153.86
order_00002601,1,credit_card,1,69.51
order_00002602,1,credit_card,2,208.44
order_00002603,1,boleto,1,26.9
order_00002604,1,credit_card,1,35.31
order_00002605,1,credit_card,3,64.13
order_00002606,1,credit_card,6,36.68
order_00002607,1,boleto,1,39.99
order_00002608,1,credit_card,10,64.37
order_00002609,1,boleto,1,25.72
order_00002610,1,boleto,1,324.31
order_00002611,1,credit_card,8,106.62
order_00002612,1,credit_card,1,40.84
order_00002613,1,credit_card,2,111.16
order_00002614,1,credit_card,1,27.41
order_00002615,1,credit_card,2,94.4
order_00002616,1,credit_card,1,53.88
order_00002617,1,credit_card,6,261.78
order_00002618,1,credit_card,4,48.24
order_00002619,1,credit_card,1,216.95
order_00002620,1,credit_card,10,56.69
order_00002621,1,boleto,1,25.22
order_00002622,1,credit_card,1,133.42
order_00002623,1,boleto,1,63.34
order_00002624,1,credit_card,3,498.51
order_00002625,1,credit_card,1,23.04
order_00002626,1,credit_card,2,46.81
order_00002627,1,credit_card,4,126.65
order_00002628,1,credit_card,1,241.0
order_00002629,1,boleto,1,155.38
order_00002630,1,credit_card,3,125.64
order_00002631,1,credit_card,2,115.86
order_00002632,1,voucher,1,369.92
order_00002633,1,credit_card,4,79.71
order_00002634,1,voucher,1,199.48
order_00002635,1,credit_card,1,27.66
order_00002636,1,credit_card,1,112.13
order_00002637,1,credit_card,3,25.4
order_00002638,1,boleto,1,137.52
order_00002639,1,credit_card,3,109.5
order_00002640,1,boleto,1,234.65
order_00002641,1,credit_card,5,92.19
order_00002642,1,credit_card,8,93.49
order_00002642,2,credit_card,1,68.13
order_00002643,1,credit_card,2,148.83
order_00002644,1,credit_card,4,31.23
order_00002645,1,credit_card,6,620.96
order_00002646,1,credit_card,1,202.94
order_00002647,1,boleto,1,33.92
order_00002648,1,credit_card,3,120.28
order_00002649,1,credit_card,1,164.05
order_00002650,1,credit_card,3,79.49
order_00002651,1,credit_card,1,288.21
order_00002652,1,credit_card,5,82.04
order_00002653,1,credit_card,3,60.61
order_00002654,1,credit_card,3,63.94
order_00002655,1,credit_card,4,45.58
order_00002656,1,credit_card,2,36.88
order_00002657,1,credit_card,6,33.29
order_00002658,1,boleto,1,129.45
order_00002659,1,credit_card,1,517.83
order_00002660,1,credit_card,8,153.26
order_00002661,1,boleto,1,704.97
order_00002662,1,credit_card,3,44.55
order_00002663,1,credit_card,2,133.95
order_00002664,1,voucher,1,265.01
order_00002665,1,credit_card,3,19.1
order_00002666,1,credit_card,4,68.48
order_00002667,1,credit_card,1,278.29
order_00002668,1,credit_card,4,80.03
order_00002669,1,boleto,1,26.35
order_00002670,1,boleto,1,327.16
order_00002671,1,credit_card,1,65.44
order_00002672,1,debit_card,1,29.38
order_00002672,2,voucher,1,21.73
order_00002673,1,credit_card,5,107.62
order_00002674,1,credit_card,1,138.91
order_00002674,2,debit_card,1,174.61
order_00002675,1,boleto,1,208.11
order_00002676,1,credit_card,8,77.75
order_00002677,1,credit_card,6,709.31
order_00002678,1,boleto,1,52.46
order_00002679,1,credit_card,1,31.52
order_00002680,1,credit_card,2,49.16
order_00002681,1,credit_card,1,13.31
order_00002682,1,credit_card,3,91.97
order_00002683,1,boleto,1,73.59
order_00002684,1,credit_card,5,257.08
order_00002685,1,credit_card,1,68.19
order_00002686,1,credit_card,2,173.03
order_00002687,1,credit_card,8,165.37
order_00002688,1,debit_card,1,182.79
order_00002689,1,credit_card,1,11.0
order_00002690,1,debit_card,1,76.67
order_00002691,1,boleto,1,515.08
order_00002692,1,boleto,1,252.19
order_00002693,1,credit_card,1,68.34
order_00002694,1,credit_card,1,94.44
order_00002695,1,credit_card,3,39.59
order_00002696,1,credit_card,6,73.63
order_00002697,1,credit_card,4,12.2
order_00002698,1,debit_card,1,55.86
order_00002699,1,credit_card,10,90.91
order_00002700,1,credit_card,5,79.9
order_00002701,1,credit_card,10,100.51
order_00002702,1,credit_card,8,112.57
order_00002703,1,boleto,1,199.09
order_00002704,1,credit_card,10,40.57
order_00002705,1,credit_card,1,23.25
order_00002706,1,credit_card,1,12.36
order_00002707,1,credit_card,5,40.99
order_00002708,1,credit_card,6,164.76
order_00002709,1,credit_card,2,93.04
order_00002710,1,boleto,1,19.79
order_00002711,1,credit_card,5,125.73
order_00002712,1,credit_card,1,72.82
order_00002713,1,credit_card,10,43.49
order_00002714,1,credit_card,1,87.84
order_00002715,1,credit_card,3,376.0
order_00002716,1,credit_card,10,44.13
order_00002717,1,credit_card,4,155.85
order_00002718,1,credit_card,1,79.06
order_00002719,1,credit_card,3,45.77
order_00002719,2,credit_card,1,54.19
order_00002720,1,credit_card,5,23.65
order_00002721,1,boleto,1,22.22
order_00002722,1,voucher,1,12.02
order_00002722,2,credit_card,1,13.78
order_00002723,1,credit_card,3,201.97
order_00002724,1,credit_card,10,209.67
order_00002725,1,boleto,1,146.04
order_00002726,1,credit_card,5,58.02
order_00002727,1,credit_card,2,23.29
order_00002728,1,credit_card,5,74.45
order_00002729,1,boleto,1,29.15
order_00002730,1,boleto,1,81.74
order_00002731,1,credit_card,1,33.36
order_00002732,1,credit_card,1,10.35
order_00002733,1,credit_card,3,42.18
order_00002734,1,credit_card,1,14.46
order_00002734,2,credit_card,3,31.41
order_00002735,1,credit_card,1,17.46
order_00002736,1,credit_card,3,54.41
order_00002737,1,boleto,1,98.52
order_00002738,1,boleto,1,118.78
order_00002739,1,credit_card,3,313.2
order_00002740,1,credit_card,1,204.17
order_00002741,1,voucher,1,48.37
order_00002742,1,credit_card,2,48.84
order_00002743,1,credit_card,6,48.84
order_00002744,1,credit_card,6,30.09
order_00002745,1,boleto,1,38.23
order_00002746,1,boleto,1,24.77
order_00002747,1,credit_card,8,132.81
order_00002748,1,credit_card,1,35.9
order_00002749,1,credit_card,6,86.2
order_00002750,1,boleto,1,63.01
order_00002751,1,credit_card,1,19.26
order_00002751,2,voucher,1,15.07
order_00002752,1,boleto,1,619.21
order_00002753,1,credit_card,1,144.02
order_00002754,1,boleto,1,116.38
order_00002755,1,credit_card,8,18.57
order_00002756,1,credit_card,1,29.35
order_00002757,1,credit_card,2,19.56
order_00002758,1,boleto,1,80.14
order_00002759,1,credit_card,1,344.32
order_00002760,1,credit_card,1,32.7
order_00002761,1,credit_card,1,39.48
order_00002762,1,credit_card,1,98.45
order_00002763,1,debit_card,1,192.69
order_00002764,1,boleto,1,243.19
order_00002765,1,credit_card,2,30.9
order_00002766,1,credit_card,1,39.9
order_00002767,1,credit_card,6,187.97
order_00002768,1,credit_card,1,115.36
order_00002769,1,credit_card,6,202.16
order_00002770,1,boleto,1,318.39
order_00002771,1,credit_card,4,57.45
order_00002772,1,credit_card,10,134.14
order_00002773,1,voucher,1,52.87
order_00002774,1,debit_card,1,31.13
order_00002775,1,credit_card,6,108.12
order_00002776,1,voucher,1,75.89
order_00002777,1,credit_card,8,164.97
order_00002778,1,voucher,1,76.91
order_00002779,1,credit_card,1,93.95
order_00002779,2,credit_card,3,91.73
order_00002780,1,credit_card,2,57.46
order_00002781,1,credit_card,1,40.13
order_00002782,1,credit_card,4,148.52
order_00002783,1,credit_card,5,97.16
order_00002784,1,credit_card,6,37.27
order_00002785,1,debit_card,1,321.03
order_00002786,1,boleto,1,73.18
order_00002787,1,credit_card,2,225.18
order_00002788,1,boleto,1,52.89
order_00002789,1,voucher,1,27.14
order_00002790,1,credit_card,5,66.79
order_00002791,1,credit_card,1,56.97
order_00002792,1,boleto,1,32.53
order_00002793,1,credit_card,3,39.23
order_00002794,1,credit_card,3,37.28
order_00002795,1,boleto,1,28.35
order_00002796,1,boleto,1,213.43
order_00002797,1,credit_card,8,138.38
order_00002798,1,voucher,1,43.1
order_00002798,2,credit_card,8,26.17
order_00002799,1,credit_card,1,58.82
order_00002800,1,credit_card,6,63.98
order_00002801,1,boleto,1,33.72
order_00002802,1,credit_card,1,15.46
order_00002802,2,credit_card,8,15.54
order_00002803,1,credit_card,1,212.61
order_00002804,1,boleto,1,29.91
order_00002805,1,credit_card,3,130.59
order_00002806,1,boleto,1,51.66
order_00002807,1,credit_card,10,103.0
order_00002808,1,credit_card,1,99.25
order_00002809,1,boleto,1,44.13
order_00002810,1,boleto,1,11.31
order_00002810,2,credit_card,1,19.77
order_00002811,1,credit_card,3,204.79
order_00002812,1,credit_card,8,141.85
order_00002813,1,credit_card,1,44.83
order_00002814,1,credit_card,10,36.58
order_00002815,1,credit_card,1,117.36
order_00002816,1,credit_card,10,53.35
order_00002817,1,boleto,1,48.5
order_00002818,1,credit_card,1,31.96
order_00002819,1,boleto,1,83.22
order_00002819,2,credit_card,1,62.81
order_00002820,1,credit_card,5,30.86
order_00002821,1,credit_card,4,29.35
order_00002822,1,credit_card,2,59.51
order_00002823,1,credit_card,3,21.08
order_00002824,1,credit_card,1,798.31
order_00002825,1,credit_card,8,31.31
order_00002826,1,credit_card,2,167.9
order_00002827,1,credit_card,4,13.46
order_00002828,1,credit_card,1,51.44
order_00002829,1,credit_card,6,361.32
order_00002830,1,credit_card,2,147.04
order_00002831,1,credit_card,5,37.92
order_00002832,1,credit_card,8,71.52
order_00002833,1,credit_card,1,108.53
order_00002834,1,debit_card,1,31.58
order_00002835,1,credit_card,2,331.49
order_00002836,1,boleto,1,171.11
order_00002837,1,credit_card,10,52.02
order_00002838,1,credit_card,3,42.96
order_00002839,1,boleto,1,56.53
order_00002840,1,credit_card,3,227.14
order_00002841,1,credit_card,5,106.9
order_00002842,1,credit_card,2,106.08
order_00002843,1,boleto,1,148.04
order_00002844,1,credit_card,1,67.04
order_00002845,1,credit_card,6,25.8
order_00002846,1,credit_card,5,47.77
order_00002847,1,boleto,1,44.26
order_00002848,1,credit_card,1,421.91
order_00002849,1,credit_card,4,291.31
order_00002850,1,credit_card,4,6.76
order_00002850,2,boleto,1,4.46
order_00002851,1,boleto,1,80.09
order_00002852,1,credit_card,2,23.14
order_00002853,1,credit_card,1,406.2
order_00002854,1,credit_card,4,35.68
order_00002855,1,credit_card,3,30.94
order_00002856,1,credit_card,4,57.8
order_00002857,1,credit_card,2,45.48
order_00002858,1,credit_card,8,133.66
order_00002859,1,credit_card,2,241.4
order_00002860,1,credit_card,1,96.46
order_00002861,1,credit_card,10,21.64
order_00002862,1,credit_card,2,13.65
order_00002862,2,boleto,1,24.31
order_00002863,1,credit_card,4,84.9
order_00002864,1,boleto,1,22.1
order_00002865,1,credit_card,10,188.93
order_00002866,1,credit_card,6,427.15
order_00002867,1,credit_card,1,79.72
order_00002868,1,credit_card,3,98.83
order_00002869,1,credit_card,1,253.51
order_00002870,1,debit_card,1,18.9
order_00002870,2,credit_card,1,17.36
order_00002871,1,voucher,1,32.36
order_00002872,1,boleto,1,84.62
order_00002873,1,credit_card,2,88.38
order_00002874,1,credit_card,1,172.79
order_00002875,1,credit_card,4,410.31
order_00002876,1,credit_card,1,60.77
order_00002876,2,credit_card,2,101.27
order_00002877,1,credit_card,10,138.75
order_00002878,1,credit_card,2,105.46
order_00002879,1,credit_card,1,76.32
order_00002880,1,credit_card,2,61.51
order_00002881,1,debit_card,1,137.08
order_00002882,1,credit_card,4,33.54
order_00002883,1,credit_card,3,137.26
order_00002884,1,credit_card,10,24.88
order_00002885,1,credit_card,1,106.57
order_00002886,1,boleto,1,185.46
order_00002887,1,credit_card,1,227.84
order_00002888,1,credit_card,1,37.82
order_00002889,1,credit_card,1,204.94
order_00002890,1,credit_card,1,301.87
order_00002891,1,boleto,1,45.65
order_00002892,1,credit_card,3,80.9
order_00002893,1,boleto,1,24.72
order_00002894,1,boleto,1,32.81
order_00002895,1,credit_card,10,34.56
order_00002896,1,credit_card,1,107.67
order_00002897,1,credit_card,1,122.96
order_00002898,1,credit_card,1,185.61
order_00002899,1,boleto,1,62.69
order_00002900,1,credit_card,1,20.88
order_00002901,1,credit_card,1,223.76
order_00002902,1,credit_card,1,100.4
order_00002903,1,boleto,1,51.9
order_00002904,1,credit_card,4,57.58
order_00002905,1,credit_card,6,131.72
order_00002906,1,credit_card,1,51.31
order_00002907,1,credit_card,8,174.78
order_00002908,1,credit_card,2,55.15
order_00002909,1,credit_card,4,94.41
order_00002910,1,credit_card,10,29.74
order_00002911,1,credit_card,3,104.87
order_00002912,1,credit_card,1,147.97
order_00002913,1,credit_card,1,483.78
order_00002914,1,credit_card,2,26.68
order_00002915,1,credit_card,4,168.97
order_00002916,1,credit_card,4,46.47
order_00002917,1,boleto,1,76.17
order_00002918,1,credit_card,1,31.87
order_00002919,1,boleto,1,74.1
order_00002920,1,credit_card,1,69.28
order_00002921,1,boleto,1,110.96
order_00002922,1,credit_card,4,198.14
order_00002923,1,voucher,1,40.33
order_00002924,1,credit_card,2,169.71
order_00002925,1,credit_card,3,62.13
order_00002926,1,boleto,1,74.29
order_00002927,1,credit_card,1,107.54
order_00002928,1,credit_card,6,21.35
order_00002929,1,credit_card,1,71.87
order_00002930,1,credit_card,3,35.09
order_00002931,1,credit_card,5,137.09
order_00002932,1,boleto,1,34.31
order_00002933,1,credit_card,6,57.32
order_00002934,1,boleto,1,37.43
order_00002935,1,credit_card,1,9.69
order_00002935,2,credit_card,1,13.68
order_00002936,1,credit_card,1,34.05
order_00002937,1,credit_card,1,13.06
order_00002938,1,credit_card,3,30.06
order_00002939,1,credit_card,3,47.88
order_00002940,1,boleto,1,155.09
order_00002941,1,credit_card,2,33.08
order_00002942,1,boleto,1,76.56
order_00002943,1,boleto,1,491.52
order_00002944,1,credit_card,3,40.18
order_00002945,1,credit_card,3,138.08
order_00002946,1,voucher,1,54.48
order_00002947,1,credit_card,10,19.04
order_00002948,1,credit_card,10,382.77
order_00002949,1,credit_card,8,15.61
order_00002949,2,credit_card,1,14.85
order_00002950,1,credit_card,8,217.51
order_00002951,1,credit_card,3,191.36
order_00002952,1,credit_card,10,173.71
order_00002953,1,credit_card,2,328.35
order_00002954,1,credit_card,1,46.03
order_00002955,1,boleto,1,342.48
order_00002956,1,credit_card,2,190.83
order_00002957,1,credit_card,6,20.64
order_00002958,1,credit_card,1,56.63
order_00002959,1,debit_card,1,33.32
order_00002960,1,credit_card,3,187.09
order_00002961,1,credit_card,1,84.02
order_00002962,1,credit_card,3,83.46
order_00002963,1,credit_card,1,53.51
order_00002964,1,boleto,1,97.76
order_00002965,1,boleto,1,138.05
order_00002966,1,credit_card,1,301.52
order_00002967,1,boleto,1,41.19
order_00002968,1,credit_card,5,31.08
order_00002969,1,boleto,1,36.47
order_00002970,1,boleto,1,49.42
order_00002971,1,credit_card,1,69.95
order_00002972,1,boleto,1,100.58
order_00002973,1,credit_card,5,30.57
order_00002974,1,credit_card,5,91.21
order_00002975,1,credit_card,6,16.95
order_00002976,1,credit_card,1,29.49
order_00002977,1,credit_card,1,52.02
order_00002978,1,boleto,1,260.23
order_00002979,1,credit_card,5,454.1
order_00002980,1,credit_card,1,186.66
order_00002981,1,voucher,1,61.64
order_00002982,1,credit_card,8,135.42
order_00002983,1,voucher,1,71.57
order_00002984,1,voucher,1,180.77
order_00002985,1,credit_card,3,223.61
order_00002986,1,boleto,1,235.81
order_00002987,1,credit_card,8,37.02
order_00002988,1,voucher,1,39.79
order_00002989,1,credit_card,10,123.15
order_00002990,1,credit_card,1,23.07
order_00002991,1,boleto,1,312.26
order_00002992,1,credit_card,2,66.84
order_00002993,1,credit_card,4,59.12
order_00002994,1,credit_card,5,275.27
order_00002995,1,credit_card,2,360.91
order_00002996,1,boleto,1,142.86
order_00002997,1,credit_card,6,44.8
order_00002998,1,credit_card,5,98.84
order_00002999,1,credit_card,3,7.43
order_00002999,2,boleto,1,15.42
order_00003000,1,credit_card,2,98.7
order_00003001,1,voucher,1,81.19
order_00003002,1,credit_card,4,20.7
order_00003003,1,credit_card,4,44.95
order_00003004,1,boleto,1,26.25
order_00003005,1,boleto,1,123.36
order_00003006,1,credit_card,1,187.3
order_00003007,1,credit_card,1,52.57
order_00003008,1,credit_card,6,221.99
order_00003009,1,debit_card,1,112.16
order_00003010,1,credit_card,1,69.51
order_00003011,1,credit_card,6,39.82
order_00003012,1,credit_card,1,21.56
order_00003013,1,voucher,1,18.96
order_00003013,2,voucher,1,19.6
order_00003014,1,credit_card,1,59.59
order_00003015,1,credit_card,2,144.31
order_00003016,1,boleto,1,55.23
order_00003017,1,credit_card,6,215.4
order_00003018,1,credit_card,4,40.01
order_00003019,1,credit_card,5,24.35
order_00003019,2,credit_card,2,19.66
order_00003020,1,credit_card,1,131.25
order_00003021,1,boleto,1,227.1
order_00003022,1,credit_card,6,22.75
order_00003023,1,credit_card,1,99.29
order_00003024,1,credit_card,1,45.72
order_00003025,1,credit_card,1,157.78
order_00003026,1,credit_card,4,231.63
order_00003027,1,credit_card,1,211.93
order_00003028,1,credit_card,2,46.78
order_00003029,1,credit_card,2,321.06
order_00003030,1,credit_card,10,297.15
order_00003031,1,credit_card,1,260.82
order_00003032,1,credit_card,5,37.58
order_00003033,1,credit_card,2,198.06
order_00003034,1,credit_card,4,231.26
order_00003035,1,boleto,1,352.56
order_00003036,1,credit_card,6,102.29
order_00003037,1,credit_card,2,60.82
order_00003038,1,credit_card,1,114.47
order_00003039,1,credit_card,3,73.45
order_00003040,1,boleto,1,36.31
order_00003041,1,boleto,1,223.93
order_00003042,1,credit_card,2,124.4
order_00003043,1,credit_card,1,61.37
order_00003044,1,credit_card,1,123.78
order_00003045,1,credit_card,5,63.94
order_00003046,1,credit_card,6,75.87
order_00003047,1,credit_card,5,32.18
order_00003048,1,credit_card,3,116.9
order_00003049,1,voucher,1,35.49
order_00003050,1,voucher,1,338.08
order_00003051,1,credit_card,3,119.49
order_00003052,1,credit_card,1,75.62
order_00003052,2,credit_card,1,50.79
order_00003053,1,boleto,1,9.98
order_00003054,1,debit_card,1,209.42
order_00003055,1,credit_card,1,207.59
order_00003056,1,credit_card,1,22.88
order_00003057,1,voucher,1,226.98
order_00003058,1,credit_card,4,48.16
order_00003059,1,credit_card,6,63.67
order_00003060,1,credit_card,1,233.43
order_00003061,1,credit_card,1,176.33
order_00003062,1,credit_card,1,499.11
order_00003063,1,credit_card,1,53.43
order_00003064,1,boleto,1,91.69
order_00003065,1,credit_card,6,14.28
order_00003066,1,credit_card,1,392.01
order_00003067,1,credit_card,2,55.9
order_00003068,1,credit_card,3,77.21
order_00003069,1,credit_card,6,95.0
order_00003070,1,boleto,1,85.22
order_00003071,1,boleto,1,252.47
order_00003072,1,voucher,1,219.08
order_00003073,1,credit_card,2,15.93
order_00003074,1,credit_card,5,34.35
order_00003075,1,debit_card,1,24.68
order_00003076,1,boleto,1,261.3
order_00003077,1,credit_card,2,31.44
order_00003078,1,credit_card,8,80.75
order_00003079,1,credit_card,10,115.91
order_00003080,1,credit_card,3,64.58
order_00003080,2,credit_card,1,55.16
order_00003081,1,credit_card,1,42.05
order_00003082,1,credit_card,10,60.58
order_00003083,1,credit_card,1,105.27
order_00003084,1,credit_card,1,6.17
order_00003085,1,credit_card,10,20.0
order_00003086,1,credit_card,2,32.08
order_00003087,1,credit_card,6,186.73
order_00003088,1,voucher,1,331.94
order_00003089,1,credit_card,1,96.39
order_00003090,1,credit_card,6,444.46
order_00003091,1,credit_card,1,32.15
order_00003092,1,credit_card,6,78.05
order_00003093,1,credit_card,1,24.7
order_00003094,1,credit_card,1,134.71
order_00003095,1,credit_card,1,415.64
order_00003096,1,credit_card,4,191.42
order_00003097,1,boleto,1,64.76
order_00003098,1,credit_card,1,36.05
order_00003099,1,boleto,1,36.38
order_00003100,1,credit_card,1,216.75
order_00003101,1,credit_card,1,62.21
order_00003102,1,credit_card,4,53.38
order_00003103,1,credit_card,5,185.03
order_00003104,1,credit_card,1,178.45
order_00003105,1,boleto,1,161.56
order_00003106,1,credit_card,2,22.84
order_00003107,1,credit_card,5,223.07
order_00003108,1,credit_card,4,199.0
order_00003109,1,debit_card,1,259.01
order_00003110,1,credit_card,8,58.62
order_00003111,1,credit_card,10,256.94
order_00003112,1,credit_card,1,94.62
order_00003113,1,boleto,1,101.76
order_00003114,1,credit_card,2,61.89
order_00003115,1,credit_card,4,576.88
order_00003116,1,credit_card,1,61.45
order_00003117,1,boleto,1,53.85
order_00003118,1,credit_card,1,215.48
order_00003119,1,credit_card,8,197.37
order_00003120,1,credit_card,2,44.88
order_00003121,1,credit_card,1,276.11
order_00003122,1,credit_card,1,292.93
order_00003123,1,credit_card,4,40.88
order_00003124,1,voucher,1,42.63
order_00003125,1,credit_card,6,115.4
order_00003126,1,boleto,1,494.3
order_00003127,1,boleto,1,31.34
order_00003128,1,credit_card,2,26.52
order_00003129,1,credit_card,1,101.95
order_00003130,1,credit_card,1,58.34
order_00003131,1,credit_card,1,53.94
order_00003132,1,credit_card,6,116.45
order_00003133,1,credit_card,3,234.17
order_00003134,1,credit_card,8,364.62
order_00003135,1,credit_card,6,92.86
order_00003136,1,credit_card,2,86.7
order_00003137,1,credit_card,2,245.67
order_00003138,1,credit_card,1,32.17
order_00003139,1,credit_card,1,66.86
order_00003140,1,credit_card,3,46.55
order_00003141,1,credit_card,4,145.83
order_00003142,1,credit_card,6,91.85
order_00003143,1,credit_card,1,179.35
order_00003144,1,credit_card,3,17.87
order_00003145,1,credit_card,5,16.34
order_00003146,1,boleto,1,23.49
order_00003147,1,credit_card,3,263.83
order_00003148,1,voucher,1,385.11
order_00003149,1,credit_card,3,95.06
order_00003150,1,credit_card,1,461.43
order_00003151,1,voucher,1,15.24
order_00003152,1,credit_card,10,146.77
order_00003153,1,voucher,1,149.16
order_00003154,1,voucher,1,54.54
order_00003155,1,credit_card,1,126.19
order_00003156,1,credit_card,1,103.89
order_00003157,1,boleto,1,54.98
order_00003158,1,credit_card,10,38.09
order_00003159,1,credit_card,8,148.59
order_00003160,1,voucher,1,108.79
order_00003161,1,debit_card,1,180.41
order_00003162,1,credit_card,6,27.08
order_00003163,1,credit_card,3,47.38
order_00003164,1,voucher,1,22.61
order_00003165,1,credit_card,4,144.74
order_00003166,1,credit_card,1,83.75
order_00003167,1,credit_card,2,14.38
order_00003168,1,credit_card,3,64.91
order_00003169,1,credit_card,1,228.15
order_00003170,1,credit_card,3,90.62
order_00003171,1,credit_card,2,141.54
order_00003172,1,boleto,1,144.94
order_00003173,1,credit_card,1,211.53
order_00003174,1,boleto,1,214.62
order_00003175,1,boleto,1,114.38
order_00003176,1,boleto,1,12.49
order_00003177,1,credit_card,8,151.85
order_00003178,1,credit_card,1,147.75
order_00003179,1,credit_card,1,104.81
order_00003180,1,credit_card,3,168.41
order_00003181,1,credit_card,4,68.63
order_00003182,1,credit_card,1,94.45
order_00003183,1,credit_card,1,45.85
order_00003184,1,credit_card,1,32.56
order_00003185,1,boleto,1,17.99
order_00003186,1,credit_card,6,60.83
order_00003187,1,credit_card,3,77.89
order_00003188,1,credit_card,2,60.27
order_00003189,1,boleto,1,86.4
order_00003190,1,credit_card,5,54.83
order_00003191,1,credit_card,1,104.25
order_00003192,1,credit_card,2,27.32
order_00003193,1,credit_card,4,93.55
order_00003194,1,credit_card,1,77.07
order_00003195,1,credit_card,1,225.98
order_00003196,1,credit_card,10,95.99
order_00003197,1,boleto,1,112.93
order_00003198,1,credit_card,4,154.43
order_00003199,1,credit_card,1,11.39
order_00003200,1,credit_card,4,21.28
order_00003201,1,boleto,1,174.77
order_00003202,1,credit_card,5,95.72
order_00003203,1,credit_card,4,274.95
order_00003204,1,credit_card,5,295.57
order_00003205,1,credit_card,1,22.84
order_00003205,2,credit_card,4,43.7
order_00003206,1,credit_card,2,220.44
order_00003207,1,credit_card,4,80.9
order_00003208,1,credit_card,1,45.04
order_00003209,1,boleto,1,74.39
order_00003210,1,boleto,1,118.07
order_00003211,1,credit_card,1,36.66
order_00003212,1,credit_card,2,204.08
order_00003213,1,credit_card,1,290.21
order_00003214,1,credit_card,1,51.16
order_00003215,1,credit_card,1,113.43
order_00003216,1,credit_card,8,17.3
order_00003217,1,credit_card,3,196.99
order_00003218,1,credit_card,1,129.47
order_00003219,1,boleto,1,62.92
order_00003220,1,credit_card,2,98.06
order_00003221,1,credit_card,8,33.82
order_00003222,1,boleto,1,40.28
order_00003223,1,credit_card,5,114.04
order_00003224,1,boleto,1,101.95
order_00003225,1,credit_card,5,117.96
order_00003226,1,boleto,1,26.61
order_00003227,1,credit_card,1,19.17
order_00003228,1,credit_card,3,80.5
