order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_category_name_english,seller_zip_code_prefix,seller_city,seller_state,payment_value,payment_installments,payment_type,review_score,total_price,order_purchase_month,delivery_time_days,estimated_time_days,delivery_delay_days
order_00003085,1,prod_00000413,sell_00000161,2024-04-19 12:58:15,17.4,2.6,cust_00000887,delivered,2024-04-17 12:58:15,2024-04-17 15:52:29.959785,2024-04-21 15:43:27.883540,2024-04-23 14:41:42.929785,2024-05-12 12:58:15,uniq_00000887,24530,curitiba,PR,cool_stuff,28,532,4,381,63,51,55,cool_stuff,33020,belo horizonte,MG,20.0,10,credit_card,3.0,20.0,2024-04,6.0,25,-19.0
order_00003086,1,prod_00000054,sell_00000131,2024-12-09 12:32:58,30.92,1.16,cust_00000199,delivered,2024-12-02 12:32:58,2024-12-02 17:42:43.717173,2024-12-03 16:14:59.678569,2024-12-11 14:59:52.868047,2024-12-22 12:32:58,uniq_00000199,97416,niteroi,RJ,eletronicos,39,1958,2,3267,93,38,38,electronics,17626,santo andre,SP,32.08,2,credit_card,4.0,32.08,2024-12,9.0,20,-11.0
order_00003087,1,prod_00000738,sell_00000102,2025-03-28 19:28:56,76.89,5.71,cust_00002752,delivered,2025-03-22 19:28:56,2025-03-23 00:08:58.834476,2025-03-23 19:32:30.845820,2025-04-01 02:26:41.143041,2025-04-08 19:28:56,uniq_00002752,90967,sao bernardo do campo,SP,papelaria,67,1512,2,2733,97,40,32,stationery,88802,rio de janeiro,RJ,186.73,6,credit_card,5.0,82.6,2025-03,9.0,17,-8.0
order_00003087,2,prod_00000366,sell_00000141,2025-03-29 19:28:56,90.52,13.61,cust_00002752,delivered,2025-03-22 19:28:56,2025-03-23 00:08:58.834476,2025-03-23 19:32:30.845820,2025-04-01 02:26:41.143041,2025-04-08 19:28:56,uniq_00002752,90967,sao bernardo do campo,SP,construcao_ferramentas_construcao,42,872,2,3729,23,25,47,construction_tools_construction,92818,santo andre,SP,186.73,6,credit_card,5.0,104.13,2025-03,9.0,17,-8.0
order_00003088,1,prod_00000264,sell_00000204,2025-11-25 12:52:17,300.39,31.55,cust_00000262,unavailable,2025-11-20 12:52:17,2025-11-20 15:41:44.192132,,,2025-12-08 12:52:17,uniq_00000262,69692,goiania,GO,moveis_escritorio,48,1618,2,567,50,45,52,office_furniture,87894,curitiba,PR,331.94,1,voucher,,331.94,2025-11,,18,
order_00003089,1,prod_00000794,sell_00000171,2025-09-29 11:20:55,83.83,12.56,cust_00000068,delivered,2025-09-24 11:20:55,2025-09-24 12:51:15.152920,2025-09-25 22:28:28.272313,2025-10-02 04:34:08.393271,2025-10-15 11:20:55,uniq_00000068,94012,contagem,MG,utilidades_domesticas,70,2197,3,980,17,6,33,housewares,84048,brasilia,DF,96.39,1,credit_card,,96.39,2025-09,7.0,21,-14.0
order_00003090,1,prod_00000319,sell_00000119,2025-04-24 23:55:01,242.17,34.1,cust_00002290,delivered,2025-04-17 23:55:01,2025-04-18 08:04:51.001791,2025-04-19 02:48:42.778169,2025-04-29 16:48:20.957900,2025-05-04 23:55:01,uniq_00002290,68827,joinville,SC,eletronicos,77,1181,3,3259,85,17,26,electronics,85886,nova iguacu,RJ,444.46,6,credit_card,3.0,276.27,2025-04,11.0,17,-6.0
order_00003090,2,prod_00000165,sell_00000089,2025-04-19 23:55:01,58.09,4.16,cust_00002290,delivered,2025-04-17 23:55:01,2025-04-18 08:04:51.001791,2025-04-19 02:48:42.778169,2025-04-29 16:48:20.957900,2025-05-04 23:55:01,uniq_00002290,68827,joinville,SC,bebes,40,2060,2,730,72,17,40,baby,50569,caxias do sul,RS,444.46,6,credit_card,3.0,62.25,2025-04,11.0,17,-6.0
order_00003090,3,prod_00000778,sell_00000085,2025-04-23 23:55:01,96.09,9.85,cust_00002290,delivered,2025-04-17 23:55:01,2025-04-18 08:04:51.001791,2025-04-19 02:48:42.778169,2025-04-29 16:48:20.957900,2025-05-04 23:55:01,uniq_00002290,68827,joinville,SC,automotivo,79,2145,2,4310,83,22,19,auto,84120,contagem,MG,444.46,6,credit_card,3.0,105.94,2025-04,11.0,17,-6.0
order_00003091,1,prod_00000497,sell_00000242,2024-11-01 17:50:01,28.94,3.21,cust_00000786,canceled,2024-10-27 17:50:01,,,,2024-11-11 17:50:01,uniq_00000786,69233,sao bernardo do campo,SP,agro_industria_e_comercio,41,1139,4,2934,23,15,23,agro_industry_and_commerce,39333,porto alegre,RS,32.15,1,credit_card,,32.15,2024-10,,15,
order_00003092,1,prod_00000565,sell_00000089,2024-09-22 16:01:40,25.77,4.55,cust_00001552,delivered,2024-09-17 16:01:40,2024-09-17 18:41:39.279249,2024-09-18 11:03:37.203054,2024-09-20 15:32:17.240001,2024-10-09 16:01:40,uniq_00001552,95678,salvador,BA,cama_mesa_banho,56,2316,2,3986,99,55,16,bed_bath_table,50569,caxias do sul,RS,78.05,6,credit_card,3.0,30.32,2024-09,2.0,22,-20.0
order_00003092,2,prod_00000284,sell_00000193,2024-09-20 16:01:40,43.1,4.63,cust_00001552,delivered,2024-09-17 16:01:40,2024-09-17 18:41:39.279249,2024-09-18 11:03:37.203054,2024-09-20 15:32:17.240001,2024-10-09 16:01:40,uniq_00001552,95678,salvador,BA,beleza_saude,53,1782,2,617,97,33,52,health_beauty,73263,belo horizonte,MG,78.05,6,credit_card,3.0,47.730000000000004,2024-09,2.0,22,-20.0
order_00003093,1,prod_00000705,sell_00000039,2024-03-06 11:48:18,21.27,3.43,cust_00002786,delivered,2024-03-03 11:48:18,2024-03-03 14:09:31.504502,2024-03-04 09:18:38.985656,2024-03-14 23:31:06.316442,2024-03-21 11:48:18,uniq_00002786,43202,fortaleza,CE,perfumaria,63,360,2,3140,15,18,10,perfumery,14224,campinas,SP,24.7,1,credit_card,4.0,24.7,2024-03,11.0,18,-7.0
order_00003094,1,prod_00000261,sell_00000149,2024-02-27 11:45:47,125.19,9.52,cust_00000417,delivered,2024-02-25 11:45:47,2024-02-25 17:35:31.705029,2024-02-26 15:20:06.394522,2024-02-27 21:24:45.359451,2024-03-08 11:45:47,uniq_00000417,25525,curitiba,PR,cool_stuff,63,1754,1,1038,91,11,24,cool_stuff,64269,nova iguacu,RJ,134.71,1,credit_card,3.0,134.71,2024-02,2.0,12,-10.0
order_00003095,1,prod_00000224,sell_00000217,2024-10-11 19:11:04,56.99,9.8,cust_00001526,delivered,2024-10-06 19:11:04,2024-10-07 10:39:36.669019,2024-10-10 14:21:50.136468,2024-10-15 18:35:17.013000,2024-10-23 19:11:04,uniq_00001526,82733,niteroi,RJ,pet_shop,77,626,1,6562,73,38,22,pet_shop,91650,rio de janeiro,RJ,415.64,1,credit_card,4.0,66.79,2024-10,8.0,17,-9.0
order_00003095,2,prod_00000249,sell_00000122,2024-10-12 19:11:04,110.74,8.78,cust_00001526,delivered,2024-10-06 19:11:04,2024-10-07 10:39:36.669019,2024-10-10 14:21:50.136468,2024-10-15 18:35:17.013000,2024-10-23 19:11:04,uniq_00001526,82733,niteroi,RJ,esporte_lazer,65,2213,2,4086,36,58,43,sports_leisure,58309,guarulhos,SP,415.64,1,credit_card,4.0,119.52,2024-10,8.0,17,-9.0
order_00003095,3,prod_00000772,sell_00000194,2024-10-08 19:11:04,172.84,17.27,cust_00001526,delivered,2024-10-06 19:11:04,2024-10-07 10:39:36.669019,2024-10-10 14:21:50.136468,2024-10-15 18:35:17.013000,2024-10-23 19:11:04,uniq_00001526,82733,niteroi,RJ,agro_industria_e_comercio,34,2475,4,1550,50,25,42,agro_industry_and_commerce,34931,brasilia,DF,415.64,1,credit_card,4.0,190.11,2024-10,8.0,17,-9.0
order_00003095,4,prod_00000129,sell_00000096,2024-10-08 19:11:04,35.84,3.38,cust_00001526,delivered,2024-10-06 19:11:04,2024-10-07 10:39:36.669019,2024-10-10 14:21:50.136468,2024-10-15 18:35:17.013000,2024-10-23 19:11:04,uniq_00001526,82733,niteroi,RJ,agro_industria_e_comercio,62,386,5,4356,74,24,16,agro_industry_and_commerce,81237,caxias do sul,RS,415.64,1,credit_card,4.0,39.220000000000006,2024-10,8.0,17,-9.0
order_00003096,1,prod_00000729,sell_00000050,2024-05-09 22:23:10,154.97,20.44,cust_00002114,delivered,2024-05-04 22:23:10,2024-05-05 21:14:52.772702,2024-05-06 14:02:00.487751,2024-05-09 01:59:08.794901,2024-05-25 22:23:10,uniq_00002114,72180,contagem,MG,construcao_ferramentas_construcao,51,2745,5,2604,15,18,20,construction_tools_construction,51012,jaboatao dos guararapes,PE,191.42,4,credit_card,5.0,175.41,2024-05,4.0,21,-17.0
order_00003096,2,prod_00000006,sell_00000057,2024-05-07 22:23:10,15.4,0.61,cust_00002114,delivered,2024-05-04 22:23:10,2024-05-05 21:14:52.772702,2024-05-06 14:02:00.487751,2024-05-09 01:59:08.794901,2024-05-25 22:23:10,uniq_00002114,72180,contagem,MG,telefonia,30,927,4,2477,26,6,12,telephony,77649,nova iguacu,RJ,191.42,4,credit_card,5.0,16.01,2024-05,4.0,21,-17.0
order_00003097,1,prod_00000470,sell_00000095,2024-11-19 18:19:19,59.51,5.25,cust_00002246,delivered,2024-11-15 18:19:19,2024-11-15 21:30:55.985871,2024-11-20 03:51:59.964955,2024-11-25 00:48:39.826016,2024-12-07 18:19:19,uniq_00002246,69355,ananindeua,PA,brinquedos,63,1655,5,140,42,20,40,toys,75225,londrina,PR,64.76,1,boleto,5.0,64.75999999999999,2024-11,9.0,22,-13.0
order_00003098,1,prod_00000257,sell_00000063,2024-10-27 08:55:04,32.62,3.43,cust_00002301,delivered,2024-10-21 08:55:04,2024-10-21 10:57:18.836867,2024-10-23 21:19:07.174194,2024-10-29 08:07:26.929200,2024-11-14 08:55:04,uniq_00002301,15235,campinas,SP,relogios_presentes,56,1171,1,3228,28,50,7,watches_gifts,90364,guarulhos,SP,36.05,1,credit_card,5.0,36.05,2024-10,7.0,24,-17.0
order_00003099,1,prod_00000419,sell_00000012,2025-01-24 04:17:32,32.07,4.31,cust_00000469,delivered,2025-01-17 04:17:32,2025-01-17 07:21:01.858957,2025-01-17 19:34:56.933155,2025-01-18 22:12:15.543235,2025-02-02 04:17:32,uniq_00000469,31079,rio de janeiro,RJ,utilidades_domesticas,39,2707,4,7451,80,24,29,housewares,78656,duque de caxias,RJ,36.38,1,boleto,4.0,36.38,2025-01,1.0,16,-15.0
order_00003100,1,prod_00000349,sell_00000152,2025-11-23 05:54:12,47.25,7.01,cust_00000361,delivered,2025-11-21 05:54:12,2025-11-21 09:20:55.200131,2025-11-22 01:19:59.571255,2025-11-27 13:18:58.226456,2025-12-06 05:54:12,uniq_00000361,67091,caxias do sul,RS,automotivo,57,2720,2,4086,32,50,53,auto,11480,campinas,SP,216.75,1,credit_card,5.0,54.26,2025-11,6.0,15,-9.0
order_00003100,2,prod_00000025,sell_00000241,2025-11-23 05:54:12,51.8,7.98,cust_00000361,delivered,2025-11-21 05:54:12,2025-11-21 09:20:55.200131,2025-11-22 01:19:59.571255,2025-11-27 13:18:58.226456,2025-12-06 05:54:12,uniq_00000361,67091,caxias do sul,RS,beleza_saude,58,1142,5,710,33,9,27,health_beauty,71675,sao bernardo do campo,SP,216.75,1,credit_card,5.0,59.78,2025-11,6.0,15,-9.0
order_00003100,3,prod_00000649,sell_00000233,2025-11-23 05:54:12,93.19,9.52,cust_00000361,delivered,2025-11-21 05:54:12,2025-11-21 09:20:55.200131,2025-11-22 01:19:59.571255,2025-11-27 13:18:58.226456,2025-12-06 05:54:12,uniq_00000361,67091,caxias do sul,RS,cool_stuff,37,1933,1,704,79,37,41,cool_stuff,90781,brasilia,DF,216.75,1,credit_card,5.0,102.71,2025-11,6.0,15,-9.0
order_00003101,1,prod_00000560,sell_00000189,2025-03-22 14:28:00,57.32,4.89,cust_00000388,delivered,2025-03-19 14:28:00,2025-03-19 15:49:33.730641,2025-03-23 12:53:10.693053,2025-03-26 23:31:41.400900,2025-04-03 14:28:00,uniq_00000388,45509,nova iguacu,RJ,moveis_decoracao,40,2480,2,1836,61,38,46,furniture_decor,32939,cuiaba,MT,62.21,1,credit_card,5.0,62.21,2025-03,7.0,15,-8.0
order_00003102,1,prod_00000288,sell_00000010,2025-12-22 02:35:50,46.24,7.14,cust_00001707,delivered,2025-12-17 02:35:50,2025-12-17 05:46:00.487147,2025-12-18 00:07:56.506645,2025-12-24 10:52:59.562365,2026-01-06 02:35:50,uniq_00001707,42540,feira de santana,BA,bebes,30,2702,2,374,82,51,44,baby,99659,santo andre,SP,53.38,4,credit_card,4.0,53.38,2025-12,7.0,20,-13.0
order_00003103,1,prod_00000504,sell_00000021,2025-10-06 16:39:52,35.1,3.44,cust_00002312,delivered,2025-10-02 16:39:52,2025-10-03 01:41:31.330209,2025-10-08 05:21:24.088047,2025-10-12 00:10:55.797416,2025-10-16 16:39:52,uniq_00002312,64516,goiania,GO,bebes,67,2199,5,3306,25,41,7,baby,68065,guarulhos,SP,185.03,5,credit_card,5.0,38.54,2025-10,9.0,14,-5.0
order_00003103,2,prod_00000642,sell_00000004,2025-10-04 16:39:52,130.35,16.14,cust_00002312,delivered,2025-10-02 16:39:52,2025-10-03 01:41:31.330209,2025-10-08 05:21:24.088047,2025-10-12 00:10:55.797416,2025-10-16 16:39:52,uniq_00002312,64516,goiania,GO,moveis_decoracao,42,2950,1,5748,72,6,20,furniture_decor,65897,campinas,SP,185.03,5,credit_card,5.0,146.49,2025-10,9.0,14,-5.0
order_00003104,1,prod_00000099,sell_00000176,2024-12-07 21:22:42,161.39,17.06,cust_00001717,delivered,2024-12-01 21:22:42,2024-12-02 00:02:04.280276,2024-12-02 20:02:27.199828,2024-12-08 06:17:16.551544,2024-12-26 21:22:42,uniq_00001717,21322,duque de caxias,RJ,moveis_decoracao,24,615,4,1902,66,35,7,furniture_decor,14085,londrina,PR,178.45,1,credit_card,4.0,178.45,2024-12,6.0,25,-19.0
order_00003105,1,prod_00000080,sell_00000105,2024-05-11 07:01:57,146.76,14.8,cust_00000530,delivered,2024-05-08 07:01:57,2024-05-08 08:15:04.961302,2024-05-10 09:25:26.945923,2024-05-13 01:14:51.668014,2024-05-26 07:01:57,uniq_00000530,95175,juiz de fora,MG,informatica_acessorios,75,2374,4,619,82,26,5,computers_accessories,91233,caxias do sul,RS,161.56,1,boleto,5.0,161.56,2024-05,4.0,18,-14.0
order_00003106,1,prod_00000054,sell_00000069,2025-01-01 14:01:32,20.93,1.91,cust_00000246,canceled,2024-12-29 14:01:32,,,,2025-01-14 14:01:32,uniq_00000246,10053,santo andre,SP,eletronicos,39,1958,2,3267,93,38,38,electronics,81618,serra,ES,22.84,2,credit_card,,22.84,2024-12,,16,
order_00003107,1,prod_00000576,sell_00000114,2024-01-06 09:34:37,106.55,17.43,cust_00001801,delivered,2024-01-03 09:34:37,2024-01-03 10:56:41.432310,2024-01-05 05:02:59.112230,2024-01-14 19:43:29.795455,2024-01-16 09:34:37,uniq_00001801,27987,sao bernardo do campo,SP,relogios_presentes,32,460,1,649,20,56,15,watches_gifts,64651,sao paulo,SP,223.07,5,credit_card,4.0,123.97999999999999,2024-01,11.0,13,-2.0
order_00003107,2,prod_00000413,sell_00000138,2024-01-09 09:34:37,27.26,1.0,cust_00001801,delivered,2024-01-03 09:34:37,2024-01-03 10:56:41.432310,2024-01-05 05:02:59.112230,2024-01-14 19:43:29.795455,2024-01-16 09:34:37,uniq_00001801,27987,sao bernardo do campo,SP,cool_stuff,28,532,4,381,63,51,55,cool_stuff,56380,santo andre,SP,223.07,5,credit_card,4.0,28.26,2024-01,11.0,13,-2.0
order_00003107,3,prod_00000750,sell_00000041,2024-01-05 09:34:37,63.67,7.16,cust_00001801,delivered,2024-01-03 09:34:37,2024-01-03 10:56:41.432310,2024-01-05 05:02:59.112230,2024-01-14 19:43:29.795455,2024-01-16 09:34:37,uniq_00001801,27987,sao bernardo do campo,SP,brinquedos,25,259,4,3595,65,58,15,toys,64138,guarulhos,SP,223.07,5,credit_card,4.0,70.83,2024-01,11.0,13,-2.0
order_00003108,1,prod_00000017,sell_00000248,2024-09-17 08:39:25,21.02,0.73,cust_00001312,shipped,2024-09-15 08:39:25,2024-09-15 10:35:27.049436,2024-09-18 06:50:14.351818,,2024-09-29 08:39:25,uniq_00001312,48691,brasilia,DF,eletronicos,29,1308,3,452,83,57,36,electronics,18567,sao paulo,SP,199.0,4,credit_card,5.0,21.75,2024-09,,14,
order_00003108,2,prod_00000183,sell_00000009,2024-09-18 08:39:25,161.28,15.97,cust_00001312,shipped,2024-09-15 08:39:25,2024-09-15 10:35:27.049436,2024-09-18 06:50:14.351818,,2024-09-29 08:39:25,uniq_00001312,48691,brasilia,DF,cool_stuff,69,1342,2,308,15,10,56,cool_stuff,86156,campinas,SP,199.0,4,credit_card,5.0,177.25,2024-09,,14,
order_00003109,1,prod_00000153,sell_00000153,2024-12-15 16:33:01,125.7,21.47,cust_00001748,delivered,2024-12-13 16:33:01,2024-12-13 17:16:46.449400,2024-12-16 04:42:12.322365,2024-12-20 00:23:12.170708,2025-01-03 16:33:01,uniq_00001748,69343,guarulhos,SP,beleza_saude,71,356,2,2128,28,28,46,health_beauty,46913,campinas,SP,259.01,1,debit_card,5.0,147.17000000000002,2024-12,6.0,21,-15.0
order_00003109,2,prod_00000530,sell_00000193,2024-12-15 16:33:01,106.12,5.72,cust_00001748,delivered,2024-12-13 16:33:01,2024-12-13 17:16:46.449400,2024-12-16 04:42:12.322365,2024-12-20 00:23:12.170708,2025-01-03 16:33:01,uniq_00001748,69343,guarulhos,SP,automotivo,53,1008,4,3464,71,27,26,auto,73263,belo horizonte,MG,259.01,1,debit_card,5.0,111.84,2024-12,6.0,21,-15.0
order_00003110,1,prod_00000397,sell_00000248,2025-12-16 13:22:45,51.95,6.67,cust_00000123,delivered,2025-12-10 13:22:45,2025-12-10 14:52:10.550260,2025-12-12 13:19:46.440876,2025-12-21 03:17:11.424229,2026-01-04 13:22:45,uniq_00000123,28373,jaboatao dos guararapes,PE,relogios_presentes,26,2148,1,3362,23,51,47,watches_gifts,18567,sao paulo,SP,58.62,8,credit_card,3.0,58.620000000000005,2025-12,10.0,25,-15.0
order_00003111,1,prod_00000361,sell_00000092,2025-10-02 03:14:55,11.2,0.65,cust_00000321,delivered,2025-09-29 03:14:55,2025-09-29 05:06:10.999992,2025-09-30 18:09:21.094831,2025-10-14 14:39:06.654498,2025-10-19 03:14:55,uniq_00000321,54236,contagem,MG,pet_shop,49,2749,2,717,53,42,33,pet_shop,36588,uberlandia,MG,256.94,10,credit_card,5.0,11.85,2025-09,15.0,20,-5.0
order_00003111,2,prod_00000446,sell_00000106,2025-10-05 03:14:55,87.9,8.72,cust_00000321,delivered,2025-09-29 03:14:55,2025-09-29 05:06:10.999992,2025-09-30 18:09:21.094831,2025-10-14 14:39:06.654498,2025-10-19 03:14:55,uniq_00000321,54236,contagem,MG,beleza_saude,67,2545,1,5629,18,17,41,health_beauty,37215,santo andre,SP,256.94,10,credit_card,5.0,96.62,2025-09,15.0,20,-5.0
order_00003111,3,prod_00000078,sell_00000087,2025-10-04 03:14:55,134.49,13.98,cust_00000321,delivered,2025-09-29 03:14:55,2025-09-29 05:06:10.999992,2025-09-30 18:09:21.094831,2025-10-14 14:39:06.654498,2025-10-19 03:14:55,uniq_00000321,54236,contagem,MG,informatica_acessorios,43,1729,1,6631,30,43,28,computers_accessories,33444,belem,PA,256.94,10,credit_card,5.0,148.47,2025-09,15.0,20,-5.0
order_00003112,1,prod_00000380,sell_00000235,2024-12-23 04:12:30,17.83,1.51,cust_00001628,delivered,2024-12-17 04:12:30,2024-12-17 08:02:52.990890,2024-12-19 13:03:25.881068,2024-12-27 20:41:23.330584,2025-01-06 04:12:30,uniq_00001628,89995,belo horizonte,MG,bebes,34,1779,5,6555,16,59,56,baby,35971,feira de santana,BA,94.62,1,credit_card,5.0,19.34,2024-12,10.0,20,-10.0
order_00003112,2,prod_00000270,sell_00000151,2024-12-20 04:12:30,69.24,6.04,cust_00001628,delivered,2024-12-17 04:12:30,2024-12-17 08:02:52.990890,2024-12-19 13:03:25.881068,2024-12-27 20:41:23.330584,2025-01-06 04:12:30,uniq_00001628,89995,belo horizonte,MG,utilidades_domesticas,31,575,5,1121,58,25,56,housewares,83454,teresina,PI,94.62,1,credit_card,5.0,75.28,2024-12,10.0,20,-10.0
order_00003113,1,prod_00000184,sell_00000039,2024-12-06 23:53:53,88.38,13.38,cust_00002441,delivered,2024-11-30 23:53:53,2024-12-01 02:58:58.290401,2024-12-03 10:22:22.939028,2024-12-10 06:55:52.685956,2024-12-29 23:53:53,uniq_00002441,15610,uberlandia,MG,esporte_lazer,34,540,3,1346,35,35,6,sports_leisure,14224,campinas,SP,101.76,1,boleto,4.0,101.75999999999999,2024-11,9.0,29,-20.0
order_00003114,1,prod_00000603,sell_00000103,2024-04-20 01:46:20,57.49,4.4,cust_00001952,delivered,2024-04-16 01:46:20,2024-04-16 02:56:44.044261,2024-04-18 22:25:06.403875,2024-04-26 04:29:51.128270,2024-05-06 01:46:20,uniq_00001952,23845,rio de janeiro,RJ,moveis_decoracao,54,570,4,1706,68,46,18,furniture_decor,10861,santo andre,SP,61.89,2,credit_card,4.0,61.89,2024-04,10.0,20,-10.0
order_00003115,1,prod_00000392,sell_00000212,2025-10-15 07:20:12,470.01,84.47,cust_00000718,delivered,2025-10-08 07:20:12,2025-10-08 09:39:14.705458,2025-10-10 23:02:20.677563,2025-10-14 04:19:34.093520,2025-10-29 07:20:12,uniq_00000718,84395,guarulhos,SP,utilidades_domesticas,58,490,4,8379,80,8,17,housewares,46261,aparecida de goiania,GO,576.88,4,credit_card,2.0,554.48,2025-10,5.0,21,-16.0
order_00003115,2,prod_00000132,sell_00000152,2025-10-10 07:20:12,20.45,1.95,cust_00000718,delivered,2025-10-08 07:20:12,2025-10-08 09:39:14.705458,2025-10-10 23:02:20.677563,2025-10-14 04:19:34.093520,2025-10-29 07:20:12,uniq_00000718,84395,guarulhos,SP,fashion_bolsas_e_acessorios,21,1211,3,2079,64,32,42,fashion_bags_accessories,11480,campinas,SP,576.88,4,credit_card,2.0,22.4,2025-10,5.0,21,-16.0
order_00003116,1,prod_00000058,sell_00000153,2025-05-13 10:52:12,57.45,4.0,cust_00001363,delivered,2025-05-11 10:52:12,2025-05-11 14:25:56.344346,2025-05-13 04:44:44.902711,2025-05-15 00:26:30.332855,2025-06-02 10:52:12,uniq_00001363,84289,campinas,SP,automotivo,49,2130,3,1207,39,41,57,auto,46913,campinas,SP,61.45,1,credit_card,3.0,61.45,2025-05,3.0,22,-19.0
order_00003117,1,prod_00000604,sell_00000127,2025-10-20 07:01:48,52.18,1.67,cust_00001722,shipped,2025-10-16 07:01:48,2025-10-16 15:29:27.670387,2025-10-18 01:55:27.698227,,2025-11-01 07:01:48,uniq_00001722,70807,campinas,SP,perfumaria,72,1883,2,3255,74,46,42,perfumery,45968,salvador,BA,53.85,1,boleto,4.0,53.85,2025-10,,16,
order_00003118,1,prod_00000006,sell_00000046,2025-02-10 15:29:02,200.73,14.75,cust_00001205,delivered,2025-02-03 15:29:02,2025-02-03 22:20:43.271343,2025-02-11 08:32:05.724158,2025-02-21 06:37:16.792542,2025-02-19 15:29:02,uniq_00001205,85065,niteroi,RJ,telefonia,30,927,4,2477,26,6,12,telephony,52584,sao bernardo do campo,SP,215.48,1,credit_card,3.0,215.48,2025-02,17.0,16,1.0
order_00003119,1,prod_00000410,sell_00000056,2024-06-18 02:27:48,80.13,5.38,cust_00000127,delivered,2024-06-14 02:27:48,2024-06-14 18:41:49.776372,2024-06-16 03:34:23.131882,2024-06-17 15:50:46.475368,2024-06-26 02:27:48,uniq_00000127,82132,sao bernardo do campo,SP,papelaria,33,2003,4,4908,19,56,54,stationery,15144,juiz de fora,MG,197.37,8,credit_card,3.0,85.50999999999999,2024-06,3.0,12,-9.0
order_00003119,2,prod_00000565,sell_00000121,2024-06-16 02:27:48,96.01,15.85,cust_00000127,delivered,2024-06-14 02:27:48,2024-06-14 18:41:49.776372,2024-06-16 03:34:23.131882,2024-06-17 15:50:46.475368,2024-06-26 02:27:48,uniq_00000127,82132,sao bernardo do campo,SP,cama_mesa_banho,56,2316,2,3986,99,55,16,bed_bath_table,49229,rio de janeiro,RJ,197.37,8,credit_card,3.0,111.86,2024-06,3.0,12,-9.0
order_00003120,1,prod_00000485,sell_00000100,2024-08-17 12:28:41,39.72,5.16,cust_00002733,delivered,2024-08-10 12:28:41,2024-08-10 15:55:08.886187,2024-08-12 19:05:23.305199,2024-08-26 06:14:42.206455,2024-08-23 12:28:41,uniq_00002733,66418,belo horizonte,MG,bebes,24,2283,2,722,91,53,45,baby,69472,aparecida de goiania,GO,44.88,2,credit_card,4.0,44.879999999999995,2024-08,15.0,13,2.0
order_00003121,1,prod_00000515,sell_00000239,2025-10-16 20:29:07,41.94,2.77,cust_00002978,delivered,2025-10-11 20:29:07,2025-10-12 19:40:14.628828,2025-10-14 11:10:58.765565,2025-10-20 02:33:41.240225,2025-10-29 20:29:07,uniq_00002978,40299,sao bernardo do campo,SP,relogios_presentes,48,2505,4,644,69,33,26,watches_gifts,69714,sao paulo,SP,276.11,1,credit_card,2.0,44.71,2025-10,8.0,18,-10.0
order_00003121,2,prod_00000488,sell_00000187,2025-10-16 20:29:07,48.33,2.16,cust_00002978,delivered,2025-10-11 20:29:07,2025-10-12 19:40:14.628828,2025-10-14 11:10:58.765565,2025-10-20 02:33:41.240225,2025-10-29 20:29:07,uniq_00002978,40299,sao bernardo do campo,SP,beleza_saude,59,2575,3,8054,70,20,30,health_beauty,49666,sao bernardo do campo,SP,276.11,1,credit_card,2.0,50.489999999999995,2025-10,8.0,18,-10.0
order_00003121,3,prod_00000604,sell_00000166,2025-10-13 20:29:07,66.67,5.67,cust_00002978,delivered,2025-10-11 20:29:07,2025-10-12 19:40:14.628828,2025-10-14 11:10:58.765565,2025-10-20 02:33:41.240225,2025-10-29 20:29:07,uniq_00002978,40299,sao bernardo do campo,SP,perfumaria,72,1883,2,3255,74,46,42,perfumery,73110,campinas,SP,276.11,1,credit_card,2.0,72.34,2025-10,8.0,18,-10.0
order_00003121,4,prod_00000108,sell_00000020,2025-10-14 20:29:07,96.51,12.06,cust_00002978,delivered,2025-10-11 20:29:07,2025-10-12 19:40:14.628828,2025-10-14 11:10:58.765565,2025-10-20 02:33:41.240225,2025-10-29 20:29:07,uniq_00002978,40299,sao bernardo do campo,SP,esporte_lazer,26,2804,2,2511,12,33,26,sports_leisure,63903,vila velha,ES,276.11,1,credit_card,2.0,108.57000000000001,2025-10,8.0,18,-10.0
order_00003122,1,prod_00000401,sell_00000090,2024-11-01 09:45:56,52.66,4.58,cust_00001593,canceled,2024-10-30 09:45:56,,,,2024-11-21 09:45:56,uniq_00001593,84205,recife,PE,cool_stuff,42,1533,1,848,23,36,55,cool_stuff,47851,sao bernardo do campo,SP,292.93,1,credit_card,,57.239999999999995,2024-10,,22,
order_00003122,2,prod_00000448,sell_00000066,2024-11-01 09:45:56,55.98,8.9,cust_00001593,canceled,2024-10-30 09:45:56,,,,2024-11-21 09:45:56,uniq_00001593,84205,recife,PE,pet_shop,67,745,2,2615,55,10,12,pet_shop,21854,sao bernardo do campo,SP,292.93,1,credit_card,,64.88,2024-10,,22,
